program,multiplier,precision,n,p,m,block_x,block_y,grid_x,grid_y,NTB,exe_time
"task4","gpu","float",1100,1100,1100,16,16,23,69,3,1.652032
"task4","gpu","float",1100,1100,1100,16,16,23,69,3,1.656256
"task4","gpu","float",1100,1100,1100,16,16,23,69,3,1.654112
