program,num_cores,np,num_tasks_per_node,num_tasks_per_socket,N,P,M,KC,MC,ROW_BLOCK,COL_BLOCK,ALIGNMENT,exe_time,blas_exe_time,f_norm
"avx-omp-divisible",24,24,-1,-1,3600,3600,3600,240,240,20,16,64,0.115892,0.075459,1.795840225541e-16
"avx-omp-divisible",24,24,-1,-1,3600,3600,3600,240,240,20,16,64,0.115700,0.088082,1.795840225541e-16
"avx-omp-divisible",24,24,-1,-1,1440,1440,1440,240,240,20,16,64,0.013637,0.025337,2.356178344662e-16
"avx-omp-divisible",24,24,-1,-1,1440,1440,1440,240,240,20,16,64,0.008051,0.021556,2.356178344662e-16
"avx-omp-divisible",24,24,-1,-1,1440,1440,1440,240,240,20,16,64,0.008156,0.021698,2.356178344662e-16
"avx-omp-divisible",24,24,-1,-1,4320,4320,4320,240,240,20,16,64,0.203436,0.117752,1.831338631281e-16
"avx-omp-divisible",24,24,-1,-1,4320,4320,4320,240,240,20,16,64,0.202890,0.117578,1.831338631281e-16
"avx-omp-divisible",24,24,-1,-1,4320,4320,4320,240,240,20,16,64,0.203174,0.117772,1.831338631281e-16
"avx-omp-divisible",24,24,-1,-1,8400,8400,8400,240,240,20,16,64,1.363198,0.733879,1.802004643885e-16
"avx-omp-divisible",24,24,-1,-1,8400,8400,8400,240,240,20,16,64,1.364807,0.733818,1.802004643885e-16
"avx-omp-divisible",24,24,-1,-1,8400,8400,8400,240,240,20,16,64,1.365075,0.730677,1.802004643885e-16
"avx-omp-divisible",24,24,-1,-1,9600,9600,9600,240,240,20,16,64,2.071174,1.073428,1.987006986294e-16
"avx-omp-divisible",24,24,-1,-1,9600,9600,9600,240,240,20,16,64,2.071071,1.074798,1.987006986294e-16
"avx-omp-divisible",24,24,-1,-1,9600,9600,9600,240,240,20,16,64,2.072035,1.075147,1.987006986294e-16
"avx-omp-divisible",24,24,-1,-1,8640,8640,8640,480,240,10,16,64,1.232407,0.916870,1.734941267755e-16
"avx-omp-divisible",24,24,-1,-1,8640,8640,8640,480,240,10,16,64,1.245499,0.796774,1.734941267755e-16
"avx-omp-divisible",24,24,-1,-1,8640,8640,8640,480,240,10,16,64,1.242223,0.793961,1.734941267755e-16
"avx-omp-divisible",24,24,-1,-1,1440,1440,1440,480,240,10,16,64,0.006268,0.159320,2.773422528825e-16
"avx-omp-divisible",24,24,-1,-1,1440,1440,1440,480,240,10,16,64,0.006233,0.021697,2.773422528825e-16
"avx-omp-divisible",24,24,-1,-1,1440,1440,1440,480,240,10,16,64,0.006256,0.021658,2.773422528825e-16
"avx-omp-divisible",24,24,-1,-1,4320,4320,4320,480,240,10,16,64,0.154912,0.118954,1.826431279148e-16
"avx-omp-divisible",24,24,-1,-1,4320,4320,4320,480,240,10,16,64,0.155678,0.117608,1.826431279148e-16
"avx-omp-divisible",24,24,-1,-1,4320,4320,4320,480,240,10,16,64,0.155863,0.118326,1.826431279148e-16
"avx-omp-divisible",24,24,-1,-1,9600,9600,9600,480,240,10,16,64,1.618378,1.077303,1.799168369775e-16
"avx-omp-divisible",24,24,-1,-1,9600,9600,9600,480,240,10,16,64,1.620310,1.064395,1.799168369775e-16
"avx-omp-divisible",24,24,-1,-1,9600,9600,9600,480,240,10,16,64,1.621803,1.087171,1.799168369775e-16
