num_cores,num_threads,schedule,seed,program,wc_time,area
24,24,"guided",12345,omp-avx-ts,1.955245,1.506720
24,24,"guided",12345,omp-avx-ts,1.971202,1.506720
24,24,"guided",12345,omp-avx-ts,1.947106,1.506720
24,24,"guided",12345,omp-avx-ts,1.957365,1.506720
24,24,"guided",12345,omp-avx-ts,1.945791,1.506720
24,24,"guided",12345,omp-avx-ts,1.947054,1.506720
