num_cores,num_threads,schedule,seed,program,wc_time,area
24,12,"dynamic",12345,omp-avx-ts,3.469527,1.506652
24,12,"dynamic",12345,omp-ts,9.716019,1.506682
24,12,"dynamic",12345,omp-avx-ts,3.477666,1.506652
24,12,"dynamic",12345,omp-ts,9.714595,1.506682
24,12,"dynamic",12345,omp-avx-ts,3.469186,1.506652
24,24,"dynamic",12345,omp-ts,5.432964,1.506800
24,24,"dynamic",12345,omp-avx-ts,1.950439,1.506664
24,24,"dynamic",12345,omp-ts,5.445669,1.506800
24,24,"dynamic",12345,omp-avx-ts,1.948673,1.506664
24,24,"dynamic",12345,omp-ts,5.432847,1.506800
24,24,"dynamic",12345,omp-avx-ts,1.948340,1.506664
24,2,"dynamic,250",12345,omp-ts,42.030670,1.506622
24,2,"dynamic,250",12345,omp-avx-ts,15.098822,1.506716
24,2,"dynamic,250",12345,omp-ts,42.031864,1.506622
24,2,"dynamic,250",12345,omp-avx-ts,15.104248,1.506716
24,2,"dynamic,250",12345,omp-ts,42.027515,1.506622
24,2,"dynamic,250",12345,omp-avx-ts,15.105035,1.506716
24,4,"dynamic,250",12345,omp-ts,22.447289,1.506532
24,4,"dynamic,250",12345,omp-avx-ts,8.059846,1.506778
24,4,"dynamic,250",12345,omp-ts,22.445927,1.506532
24,4,"dynamic,250",12345,omp-avx-ts,8.046677,1.506778
24,4,"dynamic,250",12345,omp-ts,22.446346,1.506532
24,4,"dynamic,250",12345,omp-avx-ts,8.047853,1.506778
24,12,"dynamic,250",12345,omp-ts,9.719682,1.506682
24,12,"dynamic,250",12345,omp-avx-ts,3.468760,1.506652
24,12,"dynamic,250",12345,omp-ts,9.721226,1.506682
24,12,"dynamic,250",12345,omp-avx-ts,3.468887,1.506652
24,12,"dynamic,250",12345,omp-ts,9.721038,1.506682
24,12,"dynamic,250",12345,omp-avx-ts,3.468763,1.506652
24,24,"dynamic,250",12345,omp-ts,5.435741,1.506800
24,24,"dynamic,250",12345,omp-avx-ts,1.950140,1.506664
24,24,"dynamic,250",12345,omp-ts,5.432505,1.506800
24,24,"dynamic,250",12345,omp-avx-ts,1.950280,1.506664
24,24,"dynamic,250",12345,omp-ts,5.433301,1.506800
24,24,"dynamic,250",12345,omp-avx-ts,1.948701,1.506664
24,2,"guided",12345,omp-ts,42.021927,1.506622
24,2,"guided",12345,omp-avx-ts,15.102867,1.506716
24,2,"guided",12345,omp-ts,42.026550,1.506622
24,2,"guided",12345,omp-avx-ts,15.099979,1.506716
24,2,"guided",12345,omp-ts,42.009842,1.506622
24,2,"guided",12345,omp-avx-ts,15.103894,1.506716
24,4,"guided",12345,omp-ts,22.449625,1.506532
24,4,"guided",12345,omp-avx-ts,8.046228,1.506778
24,4,"guided",12345,omp-ts,22.458340,1.506532
24,4,"guided",12345,omp-avx-ts,8.048427,1.506778
24,4,"guided",12345,omp-ts,22.459457,1.506532
24,4,"guided",12345,omp-avx-ts,8.047941,1.506778
24,12,"guided",12345,omp-ts,9.716728,1.506682
24,12,"guided",12345,omp-avx-ts,3.470225,1.506652
24,12,"guided",12345,omp-ts,9.723019,1.506682
24,12,"guided",12345,omp-avx-ts,3.471520,1.506652
24,12,"guided",12345,omp-ts,9.716800,1.506682
24,12,"guided",12345,omp-avx-ts,3.470244,1.506652
24,24,"guided",12345,omp-ts,5.434318,1.506800
24,24,"guided",12345,omp-avx-ts,1.950875,1.506664
24,24,"guided",12345,omp-ts,5.432832,1.506800
24,24,"guided",12345,omp-avx-ts,1.949128,1.506664
24,24,"guided",12345,omp-ts,5.437175,1.506800
24,24,"guided",12345,omp-avx-ts,1.950340,1.506664
24,2,"static,1",12345,omp-collapse,42.093662,1.506622
24,2,"static,1",12345,omp-collapse-avx,14.966782,1.506602
24,2,"static,1",12345,omp-collapse,42.074055,1.506622
24,2,"static,1",12345,omp-collapse-avx,14.963988,1.506602
24,2,"static,1",12345,omp-collapse,42.081394,1.506622
24,2,"static,1",12345,omp-collapse-avx,14.959233,1.506602
24,4,"static,1",12345,omp-collapse,22.484695,1.506532
24,4,"static,1",12345,omp-collapse-avx,7.978924,1.506796
24,4,"static,1",12345,omp-collapse,22.485186,1.506532
24,4,"static,1",12345,omp-collapse-avx,7.979553,1.506796
24,4,"static,1",12345,omp-collapse,22.500965,1.506532
24,4,"static,1",12345,omp-collapse-avx,7.978030,1.506796
24,12,"static,1",12345,omp-collapse,9.776917,1.506622
24,12,"static,1",12345,omp-collapse-avx,3.453637,1.506794
24,12,"static,1",12345,omp-collapse,9.775163,1.506622
24,12,"static,1",12345,omp-collapse-avx,3.453515,1.506794
24,12,"static,1",12345,omp-collapse,9.779050,1.506622
24,12,"static,1",12345,omp-collapse-avx,3.453684,1.506794
24,24,"static,1",12345,omp-collapse,5.470528,1.506740
24,24,"static,1",12345,omp-collapse-avx,1.943041,1.506612
24,24,"static,1",12345,omp-collapse,5.472265,1.506740
24,24,"static,1",12345,omp-collapse-avx,1.942843,1.506612
24,24,"static,1",12345,omp-collapse,5.469510,1.506740
24,24,"static,1",12345,omp-collapse-avx,1.943542,1.506612
24,2,"static,100",12345,omp-collapse,42.094128,1.506622
24,2,"static,100",12345,omp-collapse-avx,14.971653,1.506602
24,2,"static,100",12345,omp-collapse,42.076107,1.506622
24,2,"static,100",12345,omp-collapse-avx,14.968754,1.506602
24,2,"static,100",12345,omp-collapse,42.088261,1.506622
24,2,"static,100",12345,omp-collapse-avx,14.968260,1.506602
24,4,"static,100",12345,omp-collapse,22.474873,1.506532
24,4,"static,100",12345,omp-collapse-avx,7.980828,1.506796
24,4,"static,100",12345,omp-collapse,22.486734,1.506532
24,4,"static,100",12345,omp-collapse-avx,7.974231,1.506796
24,4,"static,100",12345,omp-collapse,22.477236,1.506532
24,4,"static,100",12345,omp-collapse-avx,7.979905,1.506796
24,12,"static,100",12345,omp-collapse,9.779192,1.506622
24,12,"static,100",12345,omp-collapse-avx,3.453343,1.506794
24,12,"static,100",12345,omp-collapse,9.778545,1.506622
24,12,"static,100",12345,omp-collapse-avx,3.454266,1.506794
24,12,"static,100",12345,omp-collapse,9.773870,1.506622
24,12,"static,100",12345,omp-collapse-avx,3.453768,1.506794
24,24,"static,100",12345,omp-collapse,5.469046,1.506740
24,24,"static,100",12345,omp-collapse-avx,1.942045,1.506612
24,24,"static,100",12345,omp-collapse,5.471418,1.506740
24,24,"static,100",12345,omp-collapse-avx,1.950008,1.506612
24,24,"static,100",12345,omp-collapse,5.469206,1.506740
24,24,"static,100",12345,omp-collapse-avx,1.952286,1.506612
24,2,"dynamic",12345,omp-collapse,42.102390,1.506622
24,2,"dynamic",12345,omp-collapse-avx,14.969717,1.506602
24,2,"dynamic",12345,omp-collapse,42.085983,1.506622
24,2,"dynamic",12345,omp-collapse-avx,14.965235,1.506602
24,2,"dynamic",12345,omp-collapse,42.095249,1.506622
24,2,"dynamic",12345,omp-collapse-avx,14.969966,1.506602
24,4,"dynamic",12345,omp-collapse,22.477230,1.506532
24,4,"dynamic",12345,omp-collapse-avx,7.981241,1.506796
24,4,"dynamic",12345,omp-collapse,22.487377,1.506532
24,4,"dynamic",12345,omp-collapse-avx,7.977463,1.506796
24,4,"dynamic",12345,omp-collapse,22.485565,1.506532
24,4,"dynamic",12345,omp-collapse-avx,7.981064,1.506796
24,12,"dynamic",12345,omp-collapse,9.775344,1.506622
24,12,"dynamic",12345,omp-collapse-avx,3.453393,1.506794
24,12,"dynamic",12345,omp-collapse,9.774921,1.506622
24,12,"dynamic",12345,omp-collapse-avx,3.453698,1.506794
24,12,"dynamic",12345,omp-collapse,9.772133,1.506622
24,12,"dynamic",12345,omp-collapse-avx,3.454340,1.506794
24,24,"dynamic",12345,omp-collapse,5.469236,1.506740
24,24,"dynamic",12345,omp-collapse-avx,1.942240,1.506612
24,24,"dynamic",12345,omp-collapse,5.469385,1.506740
24,24,"dynamic",12345,omp-collapse-avx,1.940492,1.506612
24,24,"dynamic",12345,omp-collapse,5.484376,1.506740
24,24,"dynamic",12345,omp-collapse-avx,1.941809,1.506612
24,2,"dynamic,250",12345,omp-collapse,42.085640,1.506622
24,2,"dynamic,250",12345,omp-collapse-avx,14.969191,1.506602
24,2,"dynamic,250",12345,omp-collapse,42.104141,1.506622
24,2,"dynamic,250",12345,omp-collapse-avx,14.968567,1.506602
24,2,"dynamic,250",12345,omp-collapse,42.065025,1.506622
24,2,"dynamic,250",12345,omp-collapse-avx,14.962737,1.506602
24,4,"dynamic,250",12345,omp-collapse,22.481998,1.506532
24,4,"dynamic,250",12345,omp-collapse-avx,7.975902,1.506796
24,4,"dynamic,250",12345,omp-collapse,22.488194,1.506532
24,4,"dynamic,250",12345,omp-collapse-avx,7.980679,1.506796
24,4,"dynamic,250",12345,omp-collapse,22.475842,1.506532
24,4,"dynamic,250",12345,omp-collapse-avx,7.974493,1.506796
24,12,"dynamic,250",12345,omp-collapse,9.776762,1.506622
24,12,"dynamic,250",12345,omp-collapse-avx,3.452990,1.506794
24,12,"dynamic,250",12345,omp-collapse,9.778494,1.506622
24,12,"dynamic,250",12345,omp-collapse-avx,3.454081,1.506794
24,12,"dynamic,250",12345,omp-collapse,9.775169,1.506622
24,12,"dynamic,250",12345,omp-collapse-avx,3.453394,1.506794
24,24,"dynamic,250",12345,omp-collapse,5.469232,1.506740
24,24,"dynamic,250",12345,omp-collapse-avx,1.944130,1.506612
24,24,"dynamic,250",12345,omp-collapse,5.469960,1.506740
24,24,"dynamic,250",12345,omp-collapse-avx,1.943867,1.506612
24,24,"dynamic,250",12345,omp-collapse,5.469570,1.506740
24,24,"dynamic,250",12345,omp-collapse-avx,1.941544,1.506612
24,2,"guided",12345,omp-collapse,42.080090,1.506622
24,2,"guided",12345,omp-collapse-avx,14.964484,1.506602
24,2,"guided",12345,omp-collapse,42.078228,1.506622
24,2,"guided",12345,omp-collapse-avx,14.959899,1.506602
24,2,"guided",12345,omp-collapse,42.077713,1.506622
24,2,"guided",12345,omp-collapse-avx,14.974974,1.506602
24,4,"guided",12345,omp-collapse,22.487631,1.506532
24,4,"guided",12345,omp-collapse-avx,7.973201,1.506796
24,4,"guided",12345,omp-collapse,22.475439,1.506532
24,4,"guided",12345,omp-collapse-avx,7.973507,1.506796
24,4,"guided",12345,omp-collapse,22.472883,1.506532
24,4,"guided",12345,omp-collapse-avx,7.975708,1.506796
24,12,"guided",12345,omp-collapse,9.774036,1.506622
24,12,"guided",12345,omp-collapse-avx,3.467754,1.506794
24,12,"guided",12345,omp-collapse,9.773572,1.506622
24,12,"guided",12345,omp-collapse-avx,3.453668,1.506794
24,12,"guided",12345,omp-collapse,9.773285,1.506622
24,12,"guided",12345,omp-collapse-avx,3.452447,1.506794
24,24,"guided",12345,omp-collapse,5.468477,1.506740
24,24,"guided",12345,omp-collapse-avx,1.941978,1.506612
24,24,"guided",12345,omp-collapse,5.468377,1.506740
24,24,"guided",12345,omp-collapse-avx,1.942188,1.506612
24,24,"guided",12345,omp-collapse,5.468557,1.506740
24,24,"guided",12345,omp-collapse-avx,1.939628,1.506612
